Zona ,Nome,População,Escolares,Empregos,Área (ha),Per Capita,cluster
162,Vila Maria,0.0844406775076372,0.3883504972163674,0.1763924267119637,0.0083163687037128,0.2240785793805285,22
163,Vila Isolina Mazzei,0.2532847503107365,0.1145154141798986,0.1714081327699176,0.0134805310228046,0.2919384363173429,24
164,Vila Guilherme,0.0311761993047723,0.0428347306146019,0.1039763183350405,0.0060706791878717,0.2087211311564455,7
165,Coroa,0.0169712825753128,0.0697583288801943,0.1418464831755694,0.0061946503427322,0.248920499489101,15
166,Gomes Cardim,0.1752348993874928,0.4011869528049802,0.3003973183580238,0.0086403277101106,0.3713477420394646,20
167,Tatuapé,0.0929582929369701,0.1533967160603918,0.3710665875174244,0.0055726632591767,0.3347872448278086,33
168,Chácara do Piqueri,0.1199396541264859,0.1304278083527682,0.2192991490693516,0.0070542784079546,0.3468524846192973,28
169,Parque São Jorge,0.1197157858042279,0.7801118895814996,0.1883161059189947,0.0089539853884542,0.3707980323360881,4
170,Penha,0.1849198561570687,0.2267254762547006,0.1966248150359064,0.0136460627080912,0.2197398733368508,24
171,Tiquatira,0.2167570324949996,0.1346489891036862,0.1465759633349634,0.011525410001737,0.2247081671025185,24
172,Vila Esperança,0.1427848326970421,0.1148910637759111,0.1129015720927939,0.0081281030530649,0.27753969094733,28
173,Vila Ré,0.1429446885088861,0.0878952184369698,0.089278172595236,0.0073967087612084,0.2100874448255132,3
174,Rui Barbosa,0.2605710881327442,0.261376510966458,0.1000171178861805,0.0096345834764566,0.1726784232007635,24
175,Estação Eng. Goulart,0.1694569954783092,0.064946678777205,0.0997127369445043,0.0068674336301418,0.1765941616917608,3
176,Cangaíba,0.2496015758424241,0.1572149876230297,0.1848464939570271,0.011847592917091,0.2158048214736265,24
177,Parque Ecológico do Tietê,0.0542825357708476,0.0094714771145241,0.0187491237854929,0.0188567586125318,0.1293915533516652,7
178,USP Leste I,0.0,0.0519758988614723,0.0127534975479882,0.0017824849716056,0.0,37
179,USP Leste II,0.0,0.0,0.0,0.0043631452583164,0.0,37
180,Ermelino Matarazzo,0.3790236060176482,0.2039384387317869,0.1429612482848668,0.0159429036459952,0.1972302709700489,12
181,Parque Buturussu,0.2483862282649583,0.2221412557385846,0.1258756592620656,0.0132080786566784,0.1977207864650138,24
182,Ponte Rasa,0.2502305724408441,0.1676013285894746,0.1687814595199581,0.0129782524756045,0.2242185378545215,24
183,Burgo Paulista,0.2327102285985912,0.2218239150776084,0.0772767728195117,0.0103592286223465,0.1858929711558552,24
184,Limoeiro,0.1317833013686843,0.0512407832212572,0.0492553864865534,0.005091342586294,0.1910534408347169,3
185,Laranja da China,0.1552627106491235,0.0850906359765375,0.0496357460739504,0.0046789342459125,0.1272036669582349,3
186,Pedro José Nunes,0.0626135918639868,0.0426789924261148,0.0262643023888869,0.003061270523176,0.2470869982543168,27
187,Parque Cruzeiro do Sul,0.2572504299557849,0.1563550584694157,0.098558376433164,0.0088772582553599,0.1433434685326574,1
188,Vila Jacuí,0.1656725447672962,0.5284123494864162,0.0821339462176752,0.0075260081892005,0.1720401227304891,22
189,Parada XV,0.259712914142282,0.2307185639553757,0.1058384040919973,0.011525410001737,0.176101844912377,24
190,Itaquera,0.1798828323541896,0.2436714175251754,0.1523076941919988,0.0100587140177275,0.2210376537891148,24
